Address,Name,Online_Order,Book_Table,Rating,Contact,Location,Restaurant_Type,Cuisines,Budget,Persons,Listed(Type),Listed(City),
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75950",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",BBQ,9650,10,"Lunch, Dinner",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Anda,350,2,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Paratha,350,2,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Tea,350,2,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Anda,750,4,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Paratha,750,4,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Tea,750,4,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Anda,1050,6,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch","Paratha
",1050,6,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Tea,1050,6,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Anda,1500,8,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch","Paratha
",1500,8,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Tea,1500,8,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Anda,1850,10,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Paratha,1850,10,"BreakFast, Lunch",Karachi,
"Shahjahan Ave, near peoples colony, Gulshan-e-Waseem Sector 16 A Batha Town, Karachi, Karachi City, Sindh",Cafe Piyala,No,No,4.3,0331 2702919,Gulshan e Waseem Sector 16 A,"Breakfast,
Lunch",Tea,1850,10,"BreakFast, Lunch",Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75496",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Soda,220,2,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75496",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Juices,220,2,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75497",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Soda,450,4,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75497",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Juices,450,4,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75498",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Soda,670,6,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75498",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Juices,670,6,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75499",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Soda,900,8,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75499",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Juices,900,8,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75500",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Soda,1100,10,Drink Shop,Karachi,
"Q3J4+F8P, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75500",The Soda shop,No,No,4.9,0300 9216211,D.H.A Phase 6 Muslim Commercial,Refreshing Point,Juices,1100,10,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Soda,200,2,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Juices,200,2,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Soda,400,4,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Juices,400,4,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Soda,600,6,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Juices,600,6,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Soda,800,8,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Juices,800,8,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Soda,1000,10,Drink Shop,Karachi,
"Shop 19, Crown Gardens, Main University Rd, Block 4 Gulistan-e-Johar, Karachi, Karachi City, Sindh",CO2 The Soda Shop,Yes,No,5,0332 3502123,"Main University Rd, Block 4 Gulistan-e-Johar",Refreshing Point,Juices,1000,10,Drink Shop,Karachi,
"Shop# 2, Liaquat Ali Khan Chowk, Dastagir Block 9 Gulberg Town, Karachi, Karachi City, Sindh 75950",Bhookemoo,Yes,No,4.1,0315 2750979,Block 9 Gulberg Town,FastFood,FastFood,800,2,FastFood,Karachi,
"Shop# 2, Liaquat Ali Khan Chowk, Dastagir Block 9 Gulberg Town, Karachi, Karachi City, Sindh 75952",Bhookemoo,Yes,No,4.1,0315 2750979,Block 9 Gulberg Town,FastFood,FastFood,1600,4,FastFood,Karachi,
"Shop# 2, Liaquat Ali Khan Chowk, Dastagir Block 9 Gulberg Town, Karachi, Karachi City, Sindh 75954",Bhookemoo,Yes,No,4.1,0315 2750979,Block 9 Gulberg Town,FastFood,FastFood,2400,6,FastFood,Karachi,
"Shop# 2, Liaquat Ali Khan Chowk, Dastagir Block 9 Gulberg Town, Karachi, Karachi City, Sindh 75956",Bhookemoo,Yes,No,4.1,0315 2750979,Block 9 Gulberg Town,FastFood,FastFood,3200,8,FastFood,Karachi,
"Shop# 2, Liaquat Ali Khan Chowk, Dastagir Block 9 Gulberg Town, Karachi, Karachi City, Sindh 75959",Bhookemoo,Yes,No,4.1,0315 2750979,Block 9 Gulberg Town,FastFood,FastFood,4000,10,FastFood,Karachi,
"Plot B, 64, Block L North Nazimabad Town, Karachi, Sindh 75500",Texas Chicken,No,No,4.1,021 3230328,Block L North Nazimabad Town,FastFood,FastFood,1300,2,FastFood,Karachi,
"Plot B, 64, Block L North Nazimabad Town, Karachi, Sindh 75501",Texas Chicken,No,No,4.1,021 3230328,Block L North Nazimabad Town,FastFood,FastFood,2600,4,FastFood,Karachi,
"Plot B, 64, Block L North Nazimabad Town, Karachi, Sindh 75502",Texas Chicken,No,No,4.1,021 3230328,Block L North Nazimabad Town,FastFood,FastFood,3850,6,FastFood,Karachi,
"Plot B, 64, Block L North Nazimabad Town, Karachi, Sindh 75503",Texas Chicken,No,No,4.1,021 3230328,Block L North Nazimabad Town,FastFood,FastFood,5200,8,FastFood,Karachi,
"Plot B, 64, Block L North Nazimabad Town, Karachi, Sindh 75504",Texas Chicken,No,No,4.1,021 3230328,Block L North Nazimabad Town,FastFood,FastFood,6500,10,FastFood,Karachi,
"Prime View Apartment, Sharah-e-Humayun, Block F North Nazimabad Town, Karachi, Karachi City, Sindh 74600",Alen's Grilled and Fried Chicken,Yes,No,4.3,0332 2225367,Block F North Nazimabad Town,FastFood,FastFood,1150,2,FastFood,Karachi,
"Prime View Apartment, Sharah-e-Humayun, Block F North Nazimabad Town, Karachi, Karachi City, Sindh 74601",Alen's Grilled and Fried Chicken,Yes,No,4.3,0332 2225367,Block F North Nazimabad Town,FastFood,FastFood,2300,4,FastFood,Karachi,
"Prime View Apartment, Sharah-e-Humayun, Block F North Nazimabad Town, Karachi, Karachi City, Sindh 74602",Alen's Grilled and Fried Chicken,Yes,No,4.3,0332 2225367,Block F North Nazimabad Town,FastFood,FastFood,3500,6,FastFood,Karachi,
"Prime View Apartment, Sharah-e-Humayun, Block F North Nazimabad Town, Karachi, Karachi City, Sindh 74603",Alen's Grilled and Fried Chicken,Yes,No,4.3,0332 2225367,Block F North Nazimabad Town,FastFood,FastFood,4600,8,FastFood,Karachi,
"Prime View Apartment, Sharah-e-Humayun, Block F North Nazimabad Town, Karachi, Karachi City, Sindh 74604",Alen's Grilled and Fried Chicken,Yes,No,4.3,0332 2225367,Block F North Nazimabad Town,FastFood,FastFood,6000,10,FastFood,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,FastFood,3500,2,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,Continental,4000,2,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,FastFood,7000,4,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,Continental,8000,4,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,FastFood,11000,6,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,Continental,12000,6,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,FastFood,14000,8,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,Continental,16000,8,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,FastFood,18000,10,Lunch,Karachi,
"F42 E St, Block 4 Clifton, Karachi, Karachi City, Sindh",E Street Mews Cafe,No,No,4.2,0349 4111911,Block 4 Clifton,lunch,Continental,19000,10,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,FastFood,4000,2,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,Continental,5000,2,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,FastFood,8000,4,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,Continental,10000,4,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,FastFood,12000,6,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,Continental,15000,6,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,FastFood,16000,8,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,Continental,20000,8,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,FastFood,20000,10,Lunch,Karachi,
"Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Filete,Yes,No,3.9,021 33320522, Block H North Nazimabad Town,FastFood,Continental,21500,10,Lunch,Karachi,
"Ayesh manzil, Federal B Area Dastagir Block 7 Gulberg Town, Karachi, karachi, Sindh 75300",The Chefs Cafe Official,No,No,4,0330 2149555,Block 7 Gulberg Town,FastFood,FastFood,950,2,Lunch,Karachi,
"Ayesh manzil, Federal B Area Dastagir Block 7 Gulberg Town, Karachi, karachi, Sindh 75301",The Chefs Cafe Official,No,No,4,0330 2149555,Block 7 Gulberg Town,FastFood,FastFood,1850,4,Lunch,Karachi,
"Ayesh manzil, Federal B Area Dastagir Block 7 Gulberg Town, Karachi, karachi, Sindh 75302",The Chefs Cafe Official,No,No,4,0330 2149555,Block 7 Gulberg Town,FastFood,FastFood,2800,6,Lunch,Karachi,
"Ayesh manzil, Federal B Area Dastagir Block 7 Gulberg Town, Karachi, karachi, Sindh 75303",The Chefs Cafe Official,No,No,4,0330 2149555,Block 7 Gulberg Town,FastFood,FastFood,3700,8,Lunch,Karachi,
"Ayesh manzil, Federal B Area Dastagir Block 7 Gulberg Town, Karachi, karachi, Sindh 75304",The Chefs Cafe Official,No,No,4,0330 2149555,Block 7 Gulberg Town,FastFood,FastFood,4650,10,Lunch,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Desi,2000,2,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Chinese,1200,2,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Beverages,400,2,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Desi,4000,4,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Chinese,2400,4,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Beverages,800,4,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Desi,6000,6,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Chinese,3600,6,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Beverages,1200,6,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Desi,8000,8,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Chinese,4800,8,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Beverages,1600,8,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Desi,10000,10,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Chinese,6000,10,Dinner,Karachi,
"Main Main University Rd, Block 1/A Block 1 A Gulistan-e-Johar, Karachi, Karachi City, Sindh",Cafe Qabail,Yes,Yes,4.2,0306 0044999,Block 1 A Gulistan-e-Johar,Dinner Buffet ,Beverages,3200,10,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75290",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Turkish,2200,2,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75291",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Desi,1900,2,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75292",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,BBQ,2150,2,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75293",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,FastFood,1200,2,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75294",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,SeaFood,1700,2,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75295",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Turkish,4400,4,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75296",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Desi,3800,4,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75297",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,BBQ,4300,4,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75298",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,FastFood,2400,4,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75299",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,SeaFood,3400,4,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75300",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Turkish,6600,6,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75301",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Desi,5700,6,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75302",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,BBQ,6500,6,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75303",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,FastFood,3600,6,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75304",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,SeaFood,5100,6,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75305",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Turkish,8800,8,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75306",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Desi,7600,8,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75307",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,BBQ,8650,8,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75308",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,FastFood,4800,8,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75309",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,SeaFood,6800,8,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75310",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Turkish,11000,10,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75311",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,Desi,9500,10,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75312",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,BBQ,10800,10,Dinner,Karachi,
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75313",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,FastFood,6000,10,Dinner,Karachi,
